Name,overall,position,age,height,weight,intl_rep,pace,dribbling,shooting,passing,defending,physicality,pref_foot
Serge Aurier,84,RB,25,176,76,2,87,81,70,78,83,87,Right
N?©lson Cabral Semedo,81,RB,24,177,67,2,92,80,57,68,76,71,Right
Thomas Meunier,84,RB,27,190,88,2,80,80,79,78,83,86,Right
Joshua Kimmich,87,RB,23,176,70,2,78,88,74,91,86,81,Right
Nabil Dirar,81,RB,32,187,79,2,82,84,76,80,67,77,Right
?†ime Vrsaljko,82,RB,26,183,73,2,84,79,60,78,81,81,Right
Roberto Rosales,81,RB,29,175,70,2,81,84,67,78,78,77,Right
Joshua Kimmich,88,RB,23,176,70,2,79,91,77,93,88,83,Right
?†ime Vrsaljko,84,RB,26,183,73,2,86,82,63,83,84,83,Right
Djibril Sidib?©,82,RB,26,182,71,2,83,80,74,80,79,82,Right
Thomas Meunier,84,RB,27,190,88,2,80,79,82,82,84,85,Right
Lorenzo De Silvestri,81,RB,30,186,84,2,79,80,67,76,81,82,Right
Mart??n C?°ceres,77,RB,31,180,78,2,74,65,51,63,79,75,Right
Santiago Arias,81,RB,26,175,72,2,86,81,55,71,81,77,Right
Santiago Arias,84,RB,26,175,72,2,88,84,60,74,83,80,Right
Joshua Kimmich,84,RB,23,176,70,2,72,82,67,84,78,72,Right
Dennis Diekmeier,75,RB,28,188,79,2,86,67,40,66,72,75,Right
?†ime Vrsaljko,80,RB,26,183,73,2,83,74,55,73,78,78,Right
Serge Aurier,84,RB,25,176,76,2,87,81,70,78,83,87,Right
Florian Klein,78,RB,31,180,66,2,85,77,70,76,76,77,Right
Bruno da Silva Peres,82,RB,28,178,72,2,92,84,74,75,78,80,Right
S?©amus Coleman,82,RB,29,177,67,2,74,80,67,73,82,80,Right
Santiago Arias,87,RB,26,175,72,2,93,90,72,85,87,85,Right
Mario Gaspar P?©rez Mart??nez,84,RB,27,182,74,2,84,79,76,75,86,84,Right
Joshua Kimmich,95,RB,23,176,70,2,85,95,84,98,94,90,Right
Jo?£o Pedro da Silva Pereira,81,RB,34,172,66,2,80,83,74,80,79,71,Right
M?°rio Figueira Fernandes,88,RB,28,187,80,2,91,83,73,87,88,84,Right
Antonio Valencia,92,RB,33,180,83,2,94,90,78,88,89,92,Right
Jo?£o Pedro Cavaco Cancelo,79,RB,24,182,72,2,92,79,65,75,73,71,Right
Mitchell Weiser,78,RB,24,176,67,2,84,83,62,75,72,70,Right
Djibril Sidib?©,88,RB,26,182,71,2,89,88,80,87,88,90,Right
Yong Lee,75,RB,31,180,76,2,77,68,65,80,75,77,Right
Serge Aurier,81,RB,25,176,76,2,84,77,66,73,78,84,Right
?†ime Vrsaljko,80,RB,26,183,73,2,83,74,55,73,78,78,Right
?†ime Vrsaljko,92,RB,26,183,73,2,92,89,72,92,91,90,Right
Aleix Vidal Parreu,76,RB,29,177,69,2,91,80,67,72,69,70,Right
?†ime Vrsaljko,80,RB,26,183,73,2,83,74,55,73,78,78,Right
Daniel Carvajal Ramos,84,RB,26,173,73,3,82,79,45,73,82,78,Right
Juan Francisco Torres Bel?©n,83,RB,33,180,72,3,82,77,58,75,80,77,Right
?Åukasz Piszczek,83,RB,33,184,79,3,79,74,68,76,81,80,Right
Kyle Walker,83,RB,28,183,83,3,90,76,63,73,80,81,Right
Stephan Lichtsteiner,82,RB,34,182,75,3,77,76,59,73,80,77,Right
Alessandro Florenzi,82,RB,27,173,67,3,85,82,79,78,76,76,Right
Darijo Srna,81,RB,36,178,72,3,73,76,75,85,78,74,Right
Sergio Roberto Carnicer,81,RB,26,178,68,3,77,75,64,80,79,72,Right
H?©ctor Beller??n Moruno,81,RB,23,178,74,3,95,78,51,69,75,70,Right
Ricardo D. Barbosa Pereira,80,RB,25,175,70,3,88,81,62,77,77,70,Right
Pablo Zabaleta,79,RB,33,178,74,3,61,74,56,70,81,78,Right
Kyle Walker,86,RB,28,183,83,3,91,78,65,77,84,84,Right
Stephan Lichtsteiner,84,RB,34,182,75,3,79,78,65,76,83,80,Right
Ricardo D. Barbosa Pereira,83,RB,25,175,70,3,90,83,68,85,81,75,Right
Sergio Roberto Carnicer,84,RB,26,178,68,3,80,80,69,85,85,78,Right
Juan Francisco Torres Bel?©n,85,RB,33,180,72,3,84,80,61,80,84,79,Right
Kyle Walker,84,RB,28,183,83,3,90,76,63,75,81,83,Right
Branislav Ivanovic,84,RB,34,185,91,3,66,64,64,71,86,86,Right
Mathieu Debuchy,82,RB,33,177,76,3,73,77,70,77,82,79,Right
Sergio Roberto Carnicer,82,RB,26,178,68,3,79,77,65,81,79,73,Right
Daniel Carvajal Ramos,84,RB,26,173,73,3,82,79,45,73,82,78,Right
C?©sar Azpilicueta Tanco,88,RB,29,178,78,3,85,80,62,83,88,81,Right
Juan Francisco Torres Bel?©n,86,RB,33,180,72,3,85,81,62,84,86,80,Right
Mathieu Debuchy,84,RB,33,177,76,3,76,82,75,82,85,82,Right
Ricardo D. Barbosa Pereira,85,RB,25,175,70,3,91,86,70,87,84,78,Right
Juan Cuadrado,86,RB,30,179,71,3,94,91,83,85,70,71,Right
Kyle Walker,92,RB,28,183,83,3,96,86,74,90,91,91,Right
H?©ctor Beller??n Moruno,84,RB,23,178,74,3,97,83,54,80,80,73,Right
Sergio Roberto Carnicer,92,RB,26,178,68,3,85,88,77,93,93,85,Right
Mathieu Debuchy,91,RB,33,177,76,3,85,89,84,89,92,90,Right
Ricardo D. Barbosa Pereira,80,RB,25,175,70,3,88,81,62,77,77,70,Right
Pablo Zabaleta,89,RB,33,178,74,3,75,87,68,84,92,89,Right
Stephan Lichtsteiner,82,RB,34,182,75,3,77,76,59,73,80,77,Right
Miguel Lay??n,78,RB,30,179,69,3,78,76,72,75,74,71,Right
Miguel Lay??n,78,RB,30,179,69,3,78,76,72,75,74,71,Right
Alessandro Florenzi,82,RB,27,173,67,3,85,82,79,78,76,76,Right
Daniel Carvajal Ramos,86,RB,26,173,73,3,84,85,53,77,86,80,Right
Javier Zanetti,92,RB,45,178,74,4,86,85,63,88,90,81,Right
Javier Zanetti,88,RB,45,178,75,4,83,82,61,85,87,80,Right
Carles Puyol Saforcada,86,RB,40,178,80,4,76,58,44,68,88,89,Right
Daniel Alves da Silva,84,RB,35,172,68,4,82,84,68,81,77,66,Right
Daniel Alves da Silva,85,RB,35,172,68,4,83,86,70,83,79,68,Right
Daniel Alves da Silva,93,RB,35,172,68,4,93,91,82,93,88,80,Right
Daniel Alves da Silva,90,RB,35,172,68,4,90,89,78,90,85,76,Right
Hern?°n P?©rez,79,RM,29,180,71,1,82,80,74,73,29,72,Right
Emiliano Rigoni,79,RM,25,178,74,1,86,78,73,76,43,61,Left
Christian Pulisic,78,RM,20,172,69,1,91,83,68,70,33,56,Right
Matt Phillips,77,RM,27,183,75,1,87,77,71,69,35,71,Right
Charly Musonda,76,RM,21,173,66,1,87,82,64,69,23,46,Right
Yimmi Char?°,76,RM,27,165,68,1,92,77,71,66,46,69,Right
Weverson L. de Oliveira Moura,76,RM,25,175,71,1,82,74,78,71,38,80,Right
Ismael Sosa,76,RM,31,179,74,1,90,75,72,70,47,71,Right
Isaac Brizuela,75,RM,28,171,66,1,91,77,70,68,32,66,Right
Christian Atsu,75,RM,26,172,68,1,91,79,67,70,35,50,Left
Edgar Antonio M?©ndez Ortega,75,RM,27,188,76,1,86,73,71,69,41,77,Right
Luca Rizzo,75,RM,26,188,80,1,74,76,61,74,62,74,Right
El??as Hern?°ndez,82,RM,30,171,65,1,79,85,80,84,58,65,Right
Mohamed Elyounoussi,82,RM,24,178,70,1,87,86,80,84,44,72,Right
Christian Pulisic,85,RM,20,172,69,1,93,87,80,80,37,72,Right
Charly Musonda,84,RM,21,173,66,1,89,84,75,74,30,70,Right
Josef ?†ural,79,RM,28,184,80,1,80,83,83,80,39,81,Right
Emiliano Rigoni,82,RM,25,178,74,1,89,85,79,82,46,66,Left
Robin Lod,79,RM,25,180,76,1,80,80,83,81,52,70,Left
Ibai G??mez P?©rez,81,RM,28,177,72,1,81,86,83,83,57,73,Right
Mostafa Fathi,76,RM,24,167,72,1,86,77,72,72,40,60,Left
Hern?°n P?©rez,79,RM,29,180,71,1,82,80,74,73,29,72,Right
Luca Rizzo,75,RM,26,188,80,1,74,76,61,74,62,74,Right
Cengiz ?únder,80,RM,21,173,66,1,86,84,80,76,37,62,Left
Teddy Chevalier,78,RM,31,178,79,1,84,81,81,72,40,78,Right
J??hann Berg Gu??mundsson,76,RM,27,178,77,1,79,77,73,74,55,73,Left
R?¥mulo Souza Orestes Caldeira,76,RM,31,178,72,1,75,78,66,75,70,73,Right
Yimmi Char?°,78,RM,27,165,68,1,92,79,73,68,48,71,Right
James Forrest,75,RM,27,175,67,1,91,77,66,70,30,59,Right
H?©ctor Villalba,76,RM,24,172,75,1,92,80,76,65,36,61,Right
Sebasti?°n Palacios,78,RM,26,170,69,1,93,82,77,70,37,71,Right
Teddy Chevalier,89,RM,31,178,79,1,89,89,91,85,47,84,Right
Steven Lewerenz,76,RM,27,176,76,1,87,75,77,70,30,68,Right
Abdulrahman Al Ghamdi,81,RM,23,178,69,1,89,85,84,79,31,84,Left
Adam FrƒÖczczak,77,RM,31,184,76,1,87,74,77,74,70,88,Right
Cristian Techera,77,RM,26,158,68,1,85,78,80,72,38,54,Left
Fahad Al Muwallad,80,RM,24,167,59,1,96,82,80,70,38,74,Right
Luca Rizzo,75,RM,26,188,80,1,74,76,61,74,62,74,Right
Salvador Jos?© Milhazes Agra,75,RM,26,166,61,1,93,79,73,67,35,50,Right
Ricardo Lopes Pereira,78,RM,27,184,78,1,86,80,85,76,36,76,Left
Chris Pontius,77,RM,30,183,77,1,78,77,82,74,58,81,Right
R?¥mulo Souza Orestes Caldeira,76,RM,31,178,72,1,75,78,66,75,70,73,Right
Salvador Jos?© Milhazes Agra,75,RM,26,166,61,1,93,79,73,67,35,50,Right
Yu Kobayashi,83,RM,31,177,72,1,88,86,86,78,40,75,Right
Junya Ito,80,RM,25,176,68,1,90,77,71,75,66,73,Right
Nicolae Stanciu,80,RM,25,170,69,1,75,80,79,84,45,68,Right
Khaled Narey,77,RM,24,180,75,1,86,78,63,74,72,79,Right
Jefferson Savarino,77,RM,21,169,66,1,87,80,79,66,37,65,Right
Stefan Johansen,80,RM,27,182,76,1,76,81,77,83,68,81,Left
Bernardo Mota Carvalho e Silva,84,RM,24,173,64,2,81,89,72,81,45,61,Left
Marlos Romero Bonfim,82,RM,30,174,69,2,83,87,76,78,48,66,Left
Quincy Promes,82,RM,26,174,72,2,89,82,81,76,29,67,Right
Federico Bernardeschi,82,RM,24,183,75,2,84,86,76,77,34,65,Left
Wilfried Zaha,81,RM,25,180,66,2,90,86,71,71,33,72,Right
Erik Lamela,80,RM,26,181,80,2,76,82,77,79,45,67,Left
Pedro Le??n S?°nchez Gil,80,RM,31,183,73,2,67,81,76,83,40,62,Right
Jeremain Lens,80,RM,30,178,73,2,89,81,76,76,32,71,Right
Ibrahima Traor?©,80,RM,30,171,61,2,88,84,72,77,39,56,Left
Eduardo Salvio,80,RM,28,173,77,2,87,80,74,74,44,70,Right
Alex Oxlade-Chamberlain,80,RM,25,175,70,2,88,83,70,74,52,70,Right
Pablo Sarabia Garc??a,80,RM,26,174,70,2,76,83,73,80,30,53,Left
Samuel Castillejo Azuaga,80,RM,23,182,67,2,86,81,67,79,37,48,Left
Alexandr Samedov,79,RM,34,177,72,2,80,76,74,79,50,72,Right
Patrick Herrmann,79,RM,27,179,70,2,87,81,75,74,35,59,Right
Edin Vi?°ƒáa,79,RM,28,172,63,2,89,82,79,71,37,58,Right
Kingsley Coman,79,RM,22,178,71,2,92,82,75,72,19,58,Right
Nordin Amrabat,79,RM,31,181,84,2,81,81,75,76,57,72,Right
Joaqu??n S?°nchez Rodr??guez,78,RM,37,179,75,2,68,82,74,81,38,51,Right
Jefferson Farf?°n,78,RM,33,178,84,2,83,77,76,77,34,75,Right
Yannick Bolasie,78,RM,29,188,84,2,87,83,68,68,31,78,Right
Nacer Chadli,78,RM,29,187,80,2,76,78,77,75,45,76,Right
Bruno da Silva Peres,78,RM,28,178,72,2,91,80,67,71,73,75,Right
Hern?¢ni Jorge Santos Fortes,78,RM,27,178,69,2,91,80,69,70,22,59,Left
Moussa Sissoko,77,RM,29,187,91,2,77,75,74,75,72,85,Right
Cristian Tello Herrera,77,RM,27,178,65,2,90,80,70,70,28,59,Right
Lazar Markoviƒá,76,RM,24,175,65,2,90,82,65,68,41,54,Right
Felipe Pardo,75,RM,28,178,83,2,80,75,74,70,34,76,Right
Andrea Conti,75,RM,24,184,76,2,81,73,56,69,71,70,Right
Federico Bernardeschi,84,RM,24,183,75,2,86,88,80,81,36,68,Left
Andrej Kramaric,84,RM,27,177,73,2,76,88,86,78,30,76,Right
Quincy Promes,86,RM,26,174,72,2,92,88,87,84,35,73,Right
Romain Alessandrini,82,RM,29,173,70,2,93,85,85,81,43,75,Left
Enner Valencia,81,RM,28,174,74,2,90,80,85,75,50,78,Right
Pablo Sarabia Garc??a,83,RM,26,174,70,2,80,85,80,85,35,58,Left
Francisco Alc?°cer Garc??a,82,RM,25,174,71,2,77,80,83,70,34,67,Right
Divock Origi,82,RM,23,185,75,2,87,82,84,77,35,82,Right
Alex Oxlade-Chamberlain,83,RM,25,175,70,2,90,88,77,80,58,73,Right
Kingsley Coman,83,RM,22,178,71,2,95,89,81,80,24,65,Right
Marlos Romero Bonfim,84,RM,30,174,69,2,85,89,79,84,52,68,Left
Romain Alessandrini,82,RM,29,173,70,2,94,87,86,76,42,78,Left
Robert Snodgrass,81,RM,31,182,82,2,70,83,83,84,50,80,Left
Adrian Mierzejewski,79,RM,31,176,73,2,80,81,79,79,46,79,Left
Daniel Wass,85,RM,29,181,74,2,80,87,82,89,73,76,Right
James Ward-Prowse,82,RM,23,173,66,2,71,84,76,89,64,73,Right
Pablo Sarabia Garc??a,85,RM,26,174,70,2,82,89,84,88,38,62,Left
Samuel Castillejo Azuaga,83,RM,23,182,67,2,89,85,73,85,43,53,Left
Edin Vi?°ca,82,RM,28,172,63,2,91,87,84,78,41,64,Right
Lazar Markovic,76,RM,24,175,65,2,90,82,65,68,41,54,Right
Fabi?°n Orellana,83,RM,32,171,70,2,83,87,81,82,35,54,Right
Florian Thauvin,86,RM,25,179,70,2,86,88,86,85,41,68,Left
Federico Bernardeschi,84,RM,24,183,75,2,86,88,80,81,36,68,Left
Marlos Romero Bonfim,86,RM,30,174,69,2,87,90,84,87,55,71,Left
Wilfried Zaha,82,RM,25,180,66,2,90,87,72,72,33,73,Right
Adrian Mierzejewski,82,RM,31,176,73,2,83,84,83,82,47,82,Left
Kingsley Coman,82,RM,22,178,71,2,93,84,76,75,19,60,Right
Joaqu??n S?°nchez Rodr??guez,79,RM,37,179,75,2,68,82,74,81,38,56,Right
Cristian Tello Herrera,78,RM,27,178,65,2,91,81,73,71,28,59,Right
Quincy Promes,83,RM,26,174,72,2,89,83,81,78,30,68,Right
Jefferson Farf?°n,79,RM,33,178,84,2,84,78,78,79,34,76,Right
Bernardo Mota Carvalho e Silva,84,RM,24,173,64,2,81,89,72,81,45,61,Left
Marlos Romero Bonfim,82,RM,30,174,69,2,83,87,76,78,48,66,Left
Jes??s Navas Gonz?°lez,78,RM,32,170,60,2,88,81,65,73,28,50,Right
Marlos Romero Bonfim,87,RM,30,174,69,2,88,91,86,90,56,73,Left
Florian Thauvin,87,RM,25,179,70,2,87,90,88,87,42,69,Left
Robert Snodgrass,87,RM,31,182,82,2,75,88,86,90,55,85,Left
Samuel Castillejo Azuaga,85,RM,23,182,67,2,91,88,78,87,44,55,Left
Erik Lamela,85,RM,26,181,80,2,83,89,86,86,50,75,Left
Edin Vi?°ƒáa,90,RM,28,172,63,2,96,91,89,93,48,72,Right
Franco V?°zquez,87,RM,29,186,82,2,73,90,87,90,49,80,Left
Florian Thauvin,94,RM,25,179,70,2,93,95,95,94,50,80,Left
Marcos Paulo Mesquita Lopes,89,RM,22,174,68,2,90,92,91,88,42,70,Left
Marlos Romero Bonfim,93,RM,30,174,69,2,94,96,92,95,61,82,Left
Romain Alessandrini,84,RM,29,173,70,2,95,88,88,83,45,79,Left
Ioannis Fetfatzidis,76,RM,27,165,61,2,83,80,64,73,25,55,Left
Florian Thauvin,95,RM,25,179,70,2,94,97,96,96,52,83,Left
Andriy Yarmolenko,81,RM,28,189,81,2,81,82,78,80,37,76,Left
Romain Alessandrini,78,RM,29,173,70,2,89,80,76,74,35,64,Left
Quincy Promes,83,RM,26,174,72,2,88,83,81,78,30,68,Right
Romain Alessandrini,92,RM,29,173,70,2,99,95,94,91,52,86,Left
Keita Bald?© Diao,82,RM,23,184,80,2,92,86,76,72,29,70,Right
Jay-Jay Okocha,87,RM,45,173,70,3,83,91,79,84,41,58,Right
Henrikh Mkhitaryan,85,RM,29,177,75,3,86,86,79,80,54,70,Right
Jay-Jay Okocha,85,RM,45,173,69,3,88,92,80,79,37,59,Right
Ricardo Andrade Quaresma Bernardo,83,RM,35,175,67,3,83,87,76,81,18,60,Right
Riyad Mahrez,83,RM,27,179,62,3,82,87,74,78,28,55,Left
Ousmane Demb?©l?©,83,RM,21,178,67,3,91,88,76,75,32,56,Left
Juan Cuadrado,82,RM,30,179,71,3,91,86,74,75,61,65,Right
Xherdan Shaqiri,82,RM,26,169,72,3,83,84,77,78,46,65,Left
Karim Bellarabi,82,RM,28,183,80,3,92,84,77,74,33,68,Right
Jes??s Corona,81,RM,25,173,62,3,83,88,72,74,40,51,Right
Gelson Dany Batalha Martins,81,RM,23,173,65,3,94,86,70,73,44,60,Right
Theo Walcott,80,RM,29,176,68,3,91,80,75,72,38,66,Right
Antonio Candreva,80,RM,31,180,72,3,78,79,80,76,56,71,Right
Andr?© Ayew,80,RM,28,176,72,3,75,81,74,75,60,77,Left
J?ºrgen Damm,76,RM,25,187,69,3,95,77,65,67,42,69,Right
Ricardo Andrade Quaresma Bernardo,86,RM,35,175,67,3,86,92,82,85,28,66,Right
Mohamed Salah,86,RM,26,175,71,3,94,89,81,79,48,73,Left
Juan Cuadrado,89,RM,30,179,71,3,93,90,82,80,66,75,Right
Riyad Mahrez,85,RM,27,179,62,3,84,90,78,84,30,58,Left
Riyad Mahrez,86,RM,27,179,62,3,85,91,81,87,31,59,Left
Henrikh Mkhitaryan,86,RM,29,177,75,3,87,88,82,82,55,72,Right
Ricardo Andrade Quaresma Bernardo,85,RM,35,175,67,3,85,91,80,86,20,63,Right
Henrikh Mkhitaryan,86,RM,29,177,75,3,87,88,81,84,55,71,Right
Theo Walcott,83,RM,29,176,68,3,93,85,83,78,41,69,Right
Theo Walcott,80,RM,29,176,68,3,91,80,75,72,38,66,Right
Henrikh Mkhitaryan,85,RM,29,177,75,3,86,86,79,80,54,70,Right
Theo Walcott,83,RM,29,176,68,3,93,85,83,78,41,69,Right
Riyad Mahrez,84,RM,27,179,62,3,82,88,76,79,30,58,Left
Juan Cuadrado,83,RM,30,179,71,3,91,87,74,77,63,68,Right
Ricardo Andrade Quaresma Bernardo,86,RM,35,175,67,3,86,92,83,87,23,64,Right
Ousmane Demb?©l?©,89,RM,21,178,67,3,95,93,86,84,36,65,Left
Gelson Dany Batalha Martins,84,RM,23,173,65,3,95,89,78,81,46,63,Right
Juan Cuadrado,85,RM,30,179,71,3,93,90,82,82,65,70,Right
Christian Eriksen,92,RM,26,182,76,3,80,91,89,94,53,70,Right
Philippe Coutinho Correia,88,RM,26,171,68,3,84,91,82,89,37,67,Right
Riyad Mahrez,91,RM,27,179,62,3,90,96,90,92,34,70,Left
Mohamed Salah,93,RM,26,175,71,3,99,97,96,89,58,82,Left
Andr?© Ayew,83,RM,28,176,72,3,78,85,81,82,62,80,Left
Jes??s Corona,84,RM,25,173,62,3,86,90,79,80,43,54,Right
Xherdan Shaqiri,89,RM,26,169,72,3,90,92,89,91,48,75,Left
Juan Cuadrado,91,RM,30,179,71,3,96,94,92,89,74,83,Right
Ricardo Andrade Quaresma Bernardo,91,RM,35,175,67,3,91,95,90,94,29,70,Right
Kylian Mbapp?©,95,RM,19,178,73,3,99,98,96,94,65,90,Right
Ousmane Demb?©l?©,89,RM,21,178,67,3,95,93,86,84,36,65,Left
Kylian Mbapp?©,97,RM,19,178,73,3,99,99,98,98,70,96,Right
Riyad Mahrez,84,RM,27,179,62,3,82,88,76,79,30,58,Left
Ousmane Demb?©l?©,83,RM,21,178,67,3,91,88,76,75,32,56,Left
Gelson Dany Batalha Martins,81,RM,23,173,65,3,94,86,70,73,44,60,Right
Keisuke Honda,78,RM,32,182,76,3,76,82,71,81,48,66,Left
Ricardo Andrade Quaresma Bernardo,88,RM,35,175,67,3,88,94,85,92,31,68,Right
Arjen Robben,88,RM,34,180,80,4,86,90,86,81,32,63,Left
David Josu?© Jimenez Silva,91,RM,32,173,67,4,72,91,77,92,42,66,Left
Arjen Robben,89,RM,34,180,80,4,87,91,88,83,33,65,Left
Thomas M?ºller,88,RM,29,186,75,4,79,81,87,81,48,74,Right
Gareth Bale,92,RM,29,183,74,4,97,91,93,89,60,83,Left
Arjen Robben,94,RM,34,180,80,4,98,98,96,91,40,75,Left
H?©lder Wander Sousa Azevedo Costa,76,RW,24,178,73,1,92,79,71,68,32,62,Left
Salvador Jos?© Milhazes Agra,75,RW,26,166,61,1,93,79,73,67,35,50,Right
Milot Rashica,75,RW,22,177,73,1,90,78,68,68,29,62,Right
Justin Kluivert,86,RW,19,171,66,1,87,81,83,77,37,76,Right
David Neres Campos,80,RW,21,175,66,1,88,86,76,75,42,69,Left
Emiliano Rigoni,82,RW,25,178,74,1,89,85,79,82,46,66,Left
Jorge Djaniny Tavares Semedo,78,RW,27,188,85,1,88,82,80,74,40,80,Right
Steven Berghuis,81,RW,26,182,72,1,80,86,85,82,42,64,Left
Milot Rashica,75,RW,22,177,73,1,90,78,68,68,29,62,Right
Milot Rashica,75,RW,22,177,73,1,90,78,68,68,29,62,Right
Salvador Jos?© Milhazes Agra,75,RW,26,166,61,1,93,79,73,67,35,50,Right
Amine Harit,77,RW,21,179,66,1,81,83,66,73,42,45,Right
David Neres Campos,78,RW,21,175,66,1,87,83,72,69,34,63,Left
Ivan Cavaleiro,75,RW,24,175,73,1,88,75,71,67,38,71,Right
Amine Harit,77,RW,21,179,66,1,81,83,66,73,42,45,Right
Abdulrahman Al Ghamdi,76,RW,23,178,69,1,84,77,76,71,27,79,Left
Alireza Jahanbakhsh,81,RW,24,180,78,1,90,82,82,76,45,76,Right
Johnny Russell,78,RW,28,178,78,1,87,79,80,74,45,82,Left
Leonardo Mancuso,76,RW,26,182,77,1,85,76,75,68,32,71,Right
Steven Berghuis,84,RW,26,182,72,1,83,88,88,85,44,67,Left
Alireza Jahanbakhsh,90,RW,24,180,78,1,95,87,92,91,50,82,Right
Jorge Djaniny Tavares Semedo,91,RW,27,188,85,1,95,92,93,88,50,89,Right
Amilton Minervino da Silva,79,RW,29,172,68,1,93,81,77,72,35,70,Right
Amato Ciciretti,75,RW,24,170,62,1,86,76,67,73,29,49,Left
Amato Ciciretti,75,RW,24,170,62,1,86,76,67,73,29,49,Left
Cesar Fernando Silva Melo,76,RW,28,177,74,1,81,78,79,65,23,64,Right
Joaqu??n S?°nchez Rodr??guez,82,RW,37,179,75,2,77,86,81,86,42,60,Right
Andriy Yarmolenko,81,RW,28,189,81,2,81,82,78,80,37,76,Left
Domenico Berardi,81,RW,24,183,72,2,85,83,80,76,30,72,Left
I?±aki Williams Arthuer,81,RW,24,186,77,2,93,79,78,73,34,79,Right
Sofiane Feghouli,79,RW,28,177,75,2,86,82,71,72,32,61,Right
Malcom Filipe Silva de Oliveira,79,RW,21,171,75,2,83,82,73,74,20,63,Left
Juan Manuel Iturbe,76,RW,25,169,62,2,92,80,70,66,25,54,Left
Jonathan Biabiany,75,RW,30,177,73,2,96,77,65,66,28,66,Right
Luciano Narsingh,75,RW,28,177,77,2,91,76,65,67,24,58,Right
Andriy Yarmolenko,84,RW,28,189,81,2,84,88,84,85,43,79,Left
Bertrand Traor?©,84,RW,23,181,73,2,92,89,84,82,40,74,Left
Andriy Yarmolenko,84,RW,28,189,81,2,84,88,84,85,43,79,Left
Hirving Lozano,82,RW,23,175,70,2,94,85,83,80,40,68,Right
Florian Thauvin,84,RW,25,179,70,2,84,86,81,82,39,66,Left
Bertrand Traor?©,82,RW,23,181,73,2,90,86,79,80,38,72,Left
Domenico Berardi,84,RW,24,183,72,2,88,87,84,82,36,76,Left
Hirving Lozano,84,RW,23,175,70,2,95,87,84,82,46,75,Right
Florian Thauvin,83,RW,25,179,70,2,83,83,79,80,36,65,Left
Malcom Filipe Silva de Oliveira,82,RW,21,171,75,2,84,85,78,79,26,64,Left
Iago Aspas Juncal,84,RW,31,176,67,2,82,85,83,76,30,65,Left
Sofiane Feghouli,82,RW,28,177,75,2,89,86,76,80,36,64,Right
Ishak Belfodil,81,RW,26,191,86,2,72,78,82,78,34,86,Right
Malcom Filipe Silva de Oliveira,89,RW,21,171,75,2,90,93,87,87,32,74,Left
Du?°an Tadiƒá,83,RW,29,181,76,2,73,88,80,84,38,67,Left
Iago Aspas Juncal,93,RW,31,176,67,2,90,95,96,92,41,80,Left
Hirving Lozano,89,RW,23,175,70,2,98,93,92,88,51,80,Right
Malcom Filipe Silva de Oliveira,84,RW,21,171,75,2,86,88,83,84,27,66,Left
Federico Chiesa,90,RW,20,175,70,2,93,93,88,85,43,75,Right
Yussuf Poulsen,87,RW,24,193,78,2,93,86,85,81,39,87,Right
Jonathan Biabiany,75,RW,30,177,73,2,96,77,65,66,28,66,Right
Juan Manuel Iturbe,76,RW,25,169,62,2,92,80,70,66,25,54,Left
Malcom Filipe Silva de Oliveira,82,RW,21,171,75,2,84,85,78,79,26,64,Left
Jonathan Biabiany,75,RW,30,177,73,2,96,77,65,66,28,66,Right
Hakim Ziyech,86,RW,25,180,70,2,81,85,85,91,55,69,Left
Willian Borges da Silva,84,RW,30,175,77,3,88,86,76,81,49,64,Right
Pedro Rodr??guez Ledesma,84,RW,31,169,65,3,82,84,77,77,37,62,Right
Jos?© Mar??a Callej??n Bueno,83,RW,31,178,73,3,90,83,78,71,34,65,Right
Mohamed Salah,83,RW,26,175,71,3,93,86,73,74,45,66,Left
Carlos Vela,82,RW,29,177,75,3,84,82,79,77,25,66,Left
Lucas Rodrigues M. Silva,82,RW,26,172,72,3,93,86,74,75,45,62,Right
Raheem Sterling,82,RW,23,170,69,3,93,85,71,74,46,61,Right
Felipe Anderson Pereira Gomes,81,RW,25,175,70,3,92,86,75,77,53,62,Right
Iago Falqu?© Silva,80,RW,28,174,69,3,79,84,72,78,35,57,Left
Keisuke Honda,78,RW,32,182,76,3,76,82,71,81,48,66,Left
Mohamed Salah,93,RW,26,175,71,3,99,97,96,89,58,82,Left
Raheem Sterling,86,RW,23,170,69,3,94,87,79,81,48,69,Right
Kylian Mbapp?©,85,RW,19,178,73,3,92,87,83,80,50,76,Right
Sadio Man?©,86,RW,26,175,69,3,94,87,82,80,38,77,Right
Raheem Sterling,87,RW,23,170,69,3,95,88,82,84,51,72,Right
Kylian Mbapp?©,86,RW,19,178,73,3,93,89,85,83,51,78,Right
Willian Borges da Silva,86,RW,30,175,77,3,89,88,80,85,53,68,Right
Paulo Dybala,91,RW,24,177,73,3,88,93,90,87,29,71,Left
Carlos Vela,82,RW,29,177,75,3,84,82,79,77,25,66,Left
Lucas Rodrigues M. Silva,82,RW,26,172,72,3,93,86,74,75,45,62,Right
Lucas Rodrigues M. Silva,82,RW,26,172,72,3,93,86,74,75,45,62,Right
Mohamed Salah,90,RW,26,175,71,3,97,94,90,86,54,79,Left
Mohamed Salah,85,RW,26,175,71,3,93,87,77,76,45,72,Left
